id,clee,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta
853565,09012611622000033012000000U9,DEPORTIVO SANCHEZ TABOADA,GOBIERNO DEL DISTRITO FEDERAL,713944,Centros de acondicionamiento físico del sector público,11 a 30 personas,CALLE,YOBAIN,CALLE,MUNA,CALLE,PISTE,CALLE,IZAMAL,NA,SN,NA,NA,NA,NA,COLONIA,HÉROES DE PADIERNA,NA,NA,NA,14200,09,Ciudad de México,012,Tlalpan,0001,Tlalpan,0820,002,NA,NA,NA,Fijo,19.28333567,-99.22360317,2010-07
1055262,09011713942000021010000000U5,DEPORTIVO SANTA CATARINA,DIRECCION GENERAL DE SERVICIOS URBANOS DE LA ALCALDIA TLAHUAC,713944,Centros de acondicionamiento físico del sector público,0 a 5 personas,CALLE,EL PIPILA,AVENIDA,CONCEPCION,CALLE,LUCIANO NAVARRETE,CALLE,ANTONIO ALDAMA,NA,SN,NA,NA,NA,NA,BARRIO,LA CONCEPCION,NA,NA,NA,13150,09,Ciudad de México,011,Tláhuac,0026,Santa Catarina Yecahuitzotl,0965,026,NA,NA,NA,Fijo,19.31226861,-98.965123,2010-07
804662,09007713944000203001000000U3,DEPORTIVO SANTA MARTHA,DELEGACION IZTAPALAPA,713944,Centros de acondicionamiento físico del sector público,0 a 5 personas,CALLE,FRANCISCO SARABIA,CALLE,CELIO GARCIA,CALLE,RAFAEL REYES,CALLE,JOSE INDELICATO,NA,SN,NA,NA,NA,NA,PUEBLO,SANTA MARTHA ACATITLA,NA,NA,NA,09510,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa,1138,007,5530510977,NA,NA,Fijo,19.36046909,-99.0051483,2010-07
8612758,09007713944000273000000000U6,DEPORTIVO SANTA MARTHA ACATITLA,NA,713944,Centros de acondicionamiento físico del sector público,11 a 30 personas,CALLE,RAFAEL REYES,CALLE,FRANCISCO SARABIA,CALLE,JOSE INDELICATO,CALLE,CELIO GARCIA,NA,SN,NA,NA,NA,NA,PUEBLO,SANTA MARTHA ACATITLA,NA,NA,NA,09510,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa,1138,007,NA,NA,NA,Fijo,19.36009154,-99.00281619,2019-11
1026983,09009713943000103000000000U3,DEPORTIVO STANISLAO GALICIA,GOBIERNO DE LA CIUDAD DE MEXICO,713944,Centros de acondicionamiento físico del sector público,11 a 30 personas,CALLE,IGNACIO ALDAMA,CALLE,JOSE MARIA MORELOS,CERRADA,NINGUNO,CALLE,TEPECUENTECH,NA,SN,NA,NA,NA,NA,PUEBLO,SAN SALVADOR CUAUHTENCO,NA,NA,NA,12300,09,Ciudad de México,009,Milpa Alta,0033,San Salvador Cuauhtenco,0346,015,5558624717,NA,NA,Fijo,19.19570122,-99.09364797,2010-07
1058476,09015713944000042002000000U8,DEPORTIVO TEPITO,CENTRO SOCIAL DEPORTIVO TEPITO GIMNASIO FRAY BARTOLOME DE LAS CASAS,713944,Centros de acondicionamiento físico del sector público,6 a 10 personas,CALLE,TOLTECAS,CALLE,CARIDAD,CALLE,LA RINCONADA,CALLE,TOLTECAS,3,NA,NA,NA,NA,NA,COLONIA,MORELOS,NA,NA,NA,06200,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0358,004,NA,NA,NA,Fijo,19.44562493,-99.12788251,2010-07
871199,09014713942000013011000000U6,DEPORTIVO TIRSO HERNANDEZ,GOBIERNO DEL DISTRITO FEDERAL,713944,Centros de acondicionamiento físico del sector público,0 a 5 personas,CALLE,RIO BECERRA,CALLE,11 DE ABRIL,CALLE,LA BAYONETA,CALLE,11 DE ABRIL,NA,SN,NA,NA,NA,NA,COLONIA,8 DE AGOSTO,NA,NA,NA,03820,09,Ciudad de México,014,Benito Juárez,0001,Benito Juárez,0187,022,5583056768,NA,NA,Fijo,19.39490125,-99.18783707,2010-07
8711607,09011713944000081000000000U5,DEPORTIVO TLALTENCO,ALCALDIA TLAHUAC,713944,Centros de acondicionamiento físico del sector público,0 a 5 personas,CALLE,PASEO NUEVO,CALLE,OJO DE AGUA,CALLE,ESTEBAN CHAVERO,CALLE,ALVARO OBREGON,NA,SN,NA,NA,NA,NA,COLONIA,OJO DE AGUA,NA,NA,NA,13450,09,Ciudad de México,011,Tláhuac,0001,Tláhuac,0240,006,5558661829,NA,NA,Fijo,19.2900091,-99.01491275,2019-11
8183054,09005713944000221000000000U9,DEPORTIVO TOKIO,ALCALDIA GUSTAVO A. MADERO,713944,Centros de acondicionamiento físico del sector público,0 a 5 personas,CALLE,SAN ANGEL,OTRO(ESPECIFIQUE),BARDA,CALLE,TOKIO,CALLE,PRIMAVERA,NA,SN,NA,NA,NA,NA,COLONIA,MALACATES,NA,NA,NA,07119,09,Ciudad de México,005,Gustavo A. Madero,0001,Gustavo A. Madero,3322,023,NA,NA,NA,Fijo,19.57628155,-99.13482961,2019-11
1038139,09013713998000011000000000U4,DEPORTIVO TULYEHUALCO BASQUETBOL,GOBIERNO DE LA CIUDAD DE MEXICO,713944,Centros de acondicionamiento físico del sector público,0 a 5 personas,CALLE,FRANCISCO I MADERO,CALLE,AMARANTO,CALLE,LAS ANIMAS,AVENIDA,AQUILES SERDAN,NA,SN,NA,NA,NA,NA,PUEBLO,GUADALUPITA,NA,NA,NA,16700,09,Ciudad de México,013,Xochimilco,0001,Xochimilco,1313,001,5554662632,NA,NA,Fijo,19.2560432,-99.02012144,2010-07
653621,09007713944000171000000000U2,DEPORTIVO UNIDAD MODELO,GOBIERNO,713944,Centros de acondicionamiento físico del sector público,0 a 5 personas,CALLE,TERCER RETORNO EMILIANO ZAPATA,CALLE,RETORNO 302,CALLE,RETORNO 301,CALLE,CENTRAL UNIDAD MODELO,NA,SN,NA,NA,NA,NA,COLONIA,UNIDAD MODELO,NA,NA,NA,09089,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa,0820,040,NA,NA,NA,Fijo,19.36315984,-99.12383903,2010-07
1052775,09010713999000021010000000U7,DEPORTIVO VALENTIN GOMEZ FARIAS,ALCALDIA ALVARO OBREGON DE LA CIUDAD DE MEXICO,713944,Centros de acondicionamiento físico del sector público,0 a 5 personas,CALLE,RIO MIXCOAC ORIENTE,CERRADA,NINGUNO,OTRO(ESPECIFIQUE),MANZANA O EDIFICACION CONTIGUA,ANDADOR,MANZANA O EDIFICACION CONTIGUA,NA,SN,NA,NA,NA,NA,COLONIA,LOMAS DE PLATEROS,NA,NA,NA,01480,09,Ciudad de México,010,Álvaro Obregón,0001,Álvaro Obregón,0722,016,NA,NA,NA,Fijo,19.36805457,-99.20686562,2010-07
693104,09016713944000062001000000U4,DEPORTIVO VALLE ESCANDON,DELEGACION MIGUEL HIDALGO,713944,Centros de acondicionamiento físico del sector público,11 a 30 personas,CALLE,CALLE DE LA CONSTITUCION,CALLE,GENERAL SALVADOR ALVARADO,CALLE,CIENCIAS,CALLE,JOSE MARTI,NA,SN,NA,NA,NA,NA,COLONIA,ESCANDÓN I SECCIÓN,NA,NA,NA,11800,09,Ciudad de México,016,Miguel Hidalgo,0001,Miguel Hidalgo,1207,014,NA,NA,NA,Fijo,19.40231814,-99.18069305,2014-12
948276,09011713943001191010000000U3,DEPORTIVO VENTURA MEDINA,PATRONATO,713944,Centros de acondicionamiento físico del sector público,0 a 5 personas,CALLE,EMILIANO ZAPATA,CALLE,NINGUNO,CALLE,MORELOS,CALLE,EJIDO (LAZARO CARDENAS),NA,SN,NA,NA,NA,NA,BARRIO,LA ASUNCION,NA,NA,NA,13510,09,Ciudad de México,011,Tláhuac,0021,San Juan Ixtayopan,1018,021,NA,NA,NA,Fijo,19.2423694,-98.99263462,2014-12
8539341,09014713944000075001000000U1,DEPORTIVO VICENTE SALDIVAR,ALCALDIA BENITO JUAREZ,713944,Centros de acondicionamiento físico del sector público,31 a 50 personas,CALLE,FERNANDO MONTES DE OCA,CALLE,ANTONIO RODRIGUEZ,CALLE,SAN SIMON,CALLE,MARIO ROJAS AVENDAÑO,286,NA,NA,NA,NA,NA,COLONIA,SAN SIMÓN TICUMAC,NA,NA,NA,03660,09,Ciudad de México,014,Benito Juárez,0001,Benito Juárez,0651,037,NA,NA,WWW.ALCALDIABENITOJUAREZ,Fijo,19.37561383,-99.14412581,2019-11
11180084,09005713943005071000000000U5,DIAMOND STUDIO,NA,713943,Centros de acondicionamiento físico del sector privado,0 a 5 personas,CALLE,MATAGALPA,CALLE,MOYOBAMBA,CALZADA,TICOMAN,CALLE,MANIZALES,1008,NA,NA,NA,NA,NA,COLONIA,RESIDENCIAL ZACATENCO,NA,NA,NA,07369,09,Ciudad de México,005,Gustavo A. Madero,0001,Gustavo A. Madero,0633,004,NA,NA,NA,Fijo,19.50049953,-99.12560694,2024-11
11317959,09017713943001612000000000U5,DIAMOND.BUNKER,NA,713943,Centros de acondicionamiento físico del sector privado,6 a 10 personas,CALLE,LABRADORES,CALLE,HOJALATERIA,AVENIDA,FERROCARRIL DE CINTURA,CALLE,MECANICOS,50,NA,NA,NA,NA,NA,COLONIA,MORELOS,NA,NA,NA,15270,09,Ciudad de México,017,Venustiano Carranza,0001,Venustiano Carranza,0225,005,5535555260,NA,NA,Fijo,19.44344948,-99.1204503,2024-11
896397,09015713943001631010000000U9,DIMITROVA GYMNASTICS,NA,713943,Centros de acondicionamiento físico del sector privado,0 a 5 personas,CALLE,AGUASCALIENTES,CALLE,CHILPANCINGO,CALLE,IZTACCIHUATL,CALLE,CAMPECHE,155,NA,NA,NA,NA,C,COLONIA,HIPÓDROMO,NA,NA,NA,06100,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,1341,002,NA,DIMITROVGYMNASTIC@GMAIL.COM,WWW.DIMITROVGYMNASTIC.COM,Fijo,19.40793963,-99.1690221,2014-12
8528541,09010713943001362001000000U2,DISEÑO Y ARTE EN SU JARDIN,NA,713943,Centros de acondicionamiento físico del sector privado,0 a 5 personas,CALLE,CARRETERA SAN MATEO TLALTENANGO SANTA ROSA XOCHIAC,CERRADA,NINGUNO,CERRADA,NINGUNO,CERRADA,NINGUNO,18,NA,NA,NA,NA,NA,PUEBLO,SANTA ROSA XOCHIAC,NA,NA,NA,01830,09,Ciudad de México,010,Álvaro Obregón,0001,Álvaro Obregón,1769,058,NA,NA,NA,Fijo,19.33326638,-99.28639162,2019-11
10954872,09012713943002741000000000U2,DOIT FITNESS,DOIT FITNESS,713943,Centros de acondicionamiento físico del sector privado,0 a 5 personas,CALLE,LA ACEQUIA,AVENIDA,PROLONGACION DIVISION DEL NORTE,CALZADA,ACOXPA,CALLE,HACIENDA COACALCO,75,B,NA,NA,NA,NA,COLONIA,PRADO COAPA TERCERA SECCIÓN,NA,NA,NA,14357,09,Ciudad de México,012,Tlalpan,0001,Tlalpan,0708,028,5613844020,NA,NA,Fijo,19.29169355,-99.13038836,2024-11
8192657,09007713943004261000000000U9,DONT STOP THE MUSIC,DANIEL CARDENAS,713943,Centros de acondicionamiento físico del sector privado,0 a 5 personas,CALLE,ZARAGOZA,CALLE,MIGUEL HIDALGO,CALLE,CUAUHTEMOC,CALLE,MOCTEZUMA,NA,SN,NA,NA,NA,NA,PUEBLO,SANTIAGO ACAHUALTEPEC,NA,NA,NA,09600,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa,2564,012,5561659948,NA,NA,Fijo,19.35408404,-99.00397194,2019-11
8616386,09004713944000062001000000U0,DOPORTIVO TINAJAS,ALCALDIA DE CUAJIMALPA,713944,Centros de acondicionamiento físico del sector público,11 a 30 personas,CALLE,PROLONGACION JUAREZ,CALLE,CALLEJON DE LA VIA,CALLE,PINO SUAREZ,CALLE,CALLEJON JUSTO SIERRA,NA,SN,NA,NA,NA,NA,COLONIA,CONTADERO,NA,NA,NA,05370,09,Ciudad de México,004,Cuajimalpa de Morelos,0001,Cuajimalpa de Morelos,0123,017,NA,NA,NA,Fijo,19.35186577,-99.28630916,2019-11
9825690,09003713943002611000000000U6,DOYANG SUPERKICK,VICTOR FLORES,713943,Centros de acondicionamiento físico del sector privado,0 a 5 personas,AVENIDA,ESCUINAPA,CALLE,AMATL,CALLE,PASCLE,CALLE,COYAMEL,NA,SN,NA,NA,NA,NA,COLONIA,PEDREGAL DE SANTO DOMINGO,NA,NA,NA,04369,09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1162,004,5545841223,NA,NA,Fijo,19.33059501,-99.16507106,2024-11
794528,09005611621000782002000000U7,EAGLES GYM,SPORT LIFE GIM,713943,Centros de acondicionamiento físico del sector privado,0 a 5 personas,EJE VIAL,3 ORIENTE AVENIDA INGENIERO EDUARDO MOLINA,CALLE,ORIENTE 87,CALLE,ORIENTE 85,CALLE,NORTE 78-A,4435,NA,NA,NA,NA,NA,COLONIA,NUEVA TENOCHTITLÁN,NA,NA,NA,07890,09,Ciudad de México,005,Gustavo A. Madero,0001,Gustavo A. Madero,2288,044,5539955516,NA,NA,Fijo,19.45589703,-99.10727593,2010-07
6429534,09002713943000021000000000U2,EDER GYM GIMNASIO,NA,713943,Centros de acondicionamiento físico del sector privado,0 a 5 personas,CALLE,CERRADA SOFIA EUGENIA,CALLE,ANGELES,CALLE,ROSARIO,CERRADA,CERRADA DEL DEPORTIVO,11,NA,NA,NA,NA,NA,PUEBLO,SANTA BÁRBARA,NA,NA,NA,02230,09,Ciudad de México,002,Azcapotzalco,0001,Azcapotzalco,0133,009,5553827955,NA,NA,Fijo,19.49773063,-99.18272395,2010-07
9436626,09014713943001883001000000U9,E-E GYM,E-E GYM,713943,Centros de acondicionamiento físico del sector privado,6 a 10 personas,EJE VIAL,1 PONIENTE AVENIDA CUAUHTEMOC,EJE VIAL,7-A SUR (GENERAL EMILIANO ZAPATA),CALLE,SANTISIMA,CALLE,PROLONGACION YACATAS,1396,NA,NA,NA,NA,NA,COLONIA,SANTA CRUZ ATOYAC,NA,NA,NA,03310,09,Ciudad de México,014,Benito Juárez,0001,Benito Juárez,0844,025,NA,NA,NA,Fijo,19.3674671,-99.16190532,2023-11
7261827,09010713943001841001000000U5,EFECTO FITNESS GYM,NA,713943,Centros de acondicionamiento físico del sector privado,6 a 10 personas,CALLE,10,CALLE,TOLTECAS,AVENIDA,CENTRAL,CALLE,16,83,NA,NA,17,NA,NA,COLONIA,SAN PEDRO DE LOS PINOS,CENTRO Y PLAZA COMERCIAL,PLAZA TOLTECA,40,01280,09,Ciudad de México,010,Álvaro Obregón,0001,Álvaro Obregón,0135,004,NA,NA,NA,Fijo,19.38972126,-99.19267974,2019-11
10453478,09016713943001741000000000U4,EGO GYM ACADEMIA,EGO GYM ACADEMIA,713943,Centros de acondicionamiento físico del sector privado,0 a 5 personas,CALLE,LAGO MAYOR,CALLE,LAGO GARDA,AVENIDA,MARINA NACIONAL,CALLE,LAGO MASK,38,NA,NA,NA,NA,NA,COLONIA,LOS MANZANOS,NA,NA,NA,11460,09,Ciudad de México,016,Miguel Hidalgo,0001,Miguel Hidalgo,0177,030,NA,NA,NA,Fijo,19.45036619,-99.18533669,2024-11
876294,09014713943000452001000000U4,EGOS GYM,OGIMSA,713943,Centros de acondicionamiento físico del sector privado,0 a 5 personas,EJE VIAL,5 SUR AVENIDA SAN ANTONIO,CALLE,AUGUSTO RODIN,CALLE,JOSE CLEMENTE OROZCO,CALLE,PLAZA JOSE CLEMENTE OROZCO,200,NA,NA,NA,NA,NA,COLONIA,CIUDAD DE LOS DEPORTES,NA,NA,NA,03710,09,Ciudad de México,014,Benito Juárez,0001,Benito Juárez,0562,017,5591165266,LIUS.JUAREZ@BREVA.BIZ,NA,Fijo,19.38511544,-99.18171803,2010-07
10536735,09007713943006901000000000U8,EGOS GYM,NA,713943,Centros de acondicionamiento físico del sector privado,0 a 5 personas,CALLE,ESTADO DE VERACRUZ,CALLE,GRECIA,CALLE,VILLA FRANQUEZA,CALLE,JOSE MARIA MORELOS Y PAVON,18,NA,NA,NA,NA,NA,COLONIA,SAN JOSÉ BUENAVISTA,NA,NA,NA,09700,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa,4109,028,NA,NA,NA,Fijo,19.32334569,-99.03390076,2024-11
835190,09007811111003351000000000U3,EJERCICIOS FUNCIONALES,FIT LLOVET,713943,Centros de acondicionamiento físico del sector privado,0 a 5 personas,CALLE,FLOR DE LIRIO,AVENIDA,4,AVENIDA,DEL ARBOL,CALLE,FLOR DE DALIA,2,MANZANA 52,NA,NA,NA,NA,COLONIA,LOMAS DE SAN LORENZO,NA,NA,NA,09780,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa,2051,008,5572674475,NA,NA,Fijo,19.31651362,-99.05968531,2010-07
11278285,09014713943002001000000000U7,EL BARRIO FITNES,PATRICIA CANO,713943,Centros de acondicionamiento físico del sector privado,0 a 5 personas,AVENIDA,DOCTOR JOSE MARIA VERTIZ,CALLE,ISABEL LOZANO VIUDA DE BETTY,CALLE,BARTOLOME R SALIDO,AVENIDA,DOCTOR JOSE MARIA VERTIZ,1054,NA,NA,NA,NA,A,COLONIA,VÉRTIZ NARVARTE,NA,NA,NA,03600,09,Ciudad de México,014,Benito Juárez,0001,Benito Juárez,0454,007,NA,NA,NA,Fijo,19.38298442,-99.15247455,2024-11
9651823,09012713943002732000000000U1,EL CLUB,NA,713943,Centros de acondicionamiento físico del sector privado,6 a 10 personas,CALZADA,ACOXPA,RETORNO,1 DE ACOXPA,CALLE,EL BORDO,OTRO(ESPECIFIQUE),AREA VERDE,295,NA,NA,NA,NA,NA,COLONIA,VILLA LÁZARO CÁRDENAS,NA,NA,NA,14370,09,Ciudad de México,012,Tlalpan,0001,Tlalpan,045A,026,5563408618,ELCLUB.ST@GMAIL.COM,NA,Fijo,19.29934151,-99.14239936,2024-11
10589455,09012713943002961000000000U6,EL CLUB FITS,NA,713943,Centros de acondicionamiento físico del sector privado,0 a 5 personas,CERRADA,CEDRO,AVENIDA,CRUZ BLANCA,CERRADA,COLORINES,CALLE,TEJOCOTES,NA,SN,NA,NA,NA,NA,PUEBLO,SAN MIGUEL TOPILEJO,NA,NA,NA,14500,09,Ciudad de México,012,Tlalpan,0027,San Miguel Topilejo,1763,042,NA,NA,NA,Fijo,19.20044836,-99.15012183,2024-11
10742663,09007713943007881000000000U1,EL FIT DEL MUNDO,NA,713943,Centros de acondicionamiento físico del sector privado,0 a 5 personas,CALLE,PINO SUAREZ,CALLE,CARRIL,CALLE,PRIMERO DE MAYO,CALLE,GASTON SANTOS,8,MZ21,NA,NA,NA,NA,COLONIA,SAN MIGUEL TEOTONGO SECCIÓN GUADALUPE,NA,NA,NA,09630,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa,2954,008,5513406198,NA,NA,Fijo,19.34223682,-98.98525543,2024-11
9642514,09015713943002701000000000U9,EL RINCON DEL BOXEO,NA,713943,Centros de acondicionamiento físico del sector privado,0 a 5 personas,CALLE,SANTA CRUZ ACATLAN,CALLE,CERRADA FRAY SERVANDO,CALLE,AGUSTIN DELGADO,CALLE,CERRADA FRAY SERVANDO,3,B,NA,NA,NA,NA,COLONIA,TRÁNSITO,NA,NA,NA,06820,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,106A,005,NA,NA,NA,Fijo,19.42044917,-99.13302727,2024-11
8117358,09002713944000051001000000U7,EL TRIANGULO DE LA OBRERO POPULAR,GOBIERNO DE LA CIUDAD DE MEXICO ALCALDIA AZCAPOZALCO,713944,Centros de acondicionamiento físico del sector público,6 a 10 personas,CALLE,NORTE 67,CALLE,NINGUNO,CERRADA,NORTE 67,AVENIDA,CALZADA CAMARONES,NA,SN,NA,NA,NA,NA,MANZANA,OBRERO POPULAR,NA,NA,NA,02840,09,Ciudad de México,002,Azcapotzalco,0001,Azcapotzalco,0716,001,NA,NA,NA,Fijo,19.46487908,-99.17357403,2019-11
8882008,09015713943001842001000000U2,ELIT CENTER GYM,RODRIGO BOTELLO,713943,Centros de acondicionamiento físico del sector privado,0 a 5 personas,VIADUCTO,PRESIDENTE MIGUEL ALEMAN,CALLE,MANZANILLO,CALLE,PUERTO MEXICO,CALLE,BAJIO,155,NA,NA,NA,NA,NA,COLONIA,ROMA SUR,NA,NA,NA,06760,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,145A,003,5570526807,GYMCFIT@GMAIL.COM,NA,Fijo,19.40209007,-99.16411061,2019-11
9007190,09013713943001842001000000U7,ELIT TEAM PRO GYM,ELIT TEAM PRO GYM,713943,Centros de acondicionamiento físico del sector privado,0 a 5 personas,CALLE,FRANCISCO I MADERO,CALLE,AMARANTO,CALLE,LICENCIADO MARIO ANTONIO GALERA,CALLE,AÑO DE JUAREZ,341,NA,NA,NA,NA,NA,COLONIA,QUIRINO MENDOZA,NA,NA,NA,16776,09,Ciudad de México,013,Xochimilco,0001,Xochimilco,1313,005,5532319149,NA,NA,Fijo,19.25704974,-99.02313437,2019-11
10113001,09016713943001921000000000U2,ELITE FITNES,NA,713943,Centros de acondicionamiento físico del sector privado,0 a 5 personas,CALZADA,MEXICO TACUBA,CALLE,MAR ARABIGO,CALLE,MAR OKHOTSK,CALLE,MAR MEDITERRANEO,737,NA,NA,NA,NA,NA,COLONIA,TACUBA,NA,NA,NA,11410,09,Ciudad de México,016,Miguel Hidalgo,0001,Miguel Hidalgo,0054,003,NA,NA,NA,Fijo,19.45891396,-99.18606292,2024-11
677491,09005713943001751000000000U6,ELITE FITNESS,NA,713943,Centros de acondicionamiento físico del sector privado,0 a 5 personas,CALLE,HENRY FORD,CALLE,NORTE 70-A,CALLE,NORTE 72,AVENIDA,ORIENTE 107,3617,NA,NA,NA,NA,NA,COLONIA,BONDOJITO,NA,NA,NA,07850,09,Ciudad de México,005,Gustavo A. Madero,0001,Gustavo A. Madero,1862,015,5520797444,NA,NA,Fijo,19.46576265,-99.1067912,2014-12
10265378,09013713943002211000000000U4,ELITE TEAM PRO,NA,713943,Centros de acondicionamiento físico del sector privado,0 a 5 personas,CALLE,AÑO DE JUAREZ,CALLE,HERMENEGILDO GALEANA,CERRADA,NINGUNO,CERRADA,RETORNO DEL BOSQUE,NA,SN,NA,NA,NA,NA,COLONIA,QUIRINO MENDOZA,NA,NA,NA,16710,09,Ciudad de México,013,Xochimilco,0001,Xochimilco,0692,001,5532319149,NA,NA,Fijo,19.25925896,-99.02711196,2024-11
10961445,09013713943002241000000000U1,ELITE TEAM PRO SANTIAGO,NA,713943,Centros de acondicionamiento físico del sector privado,0 a 5 personas,CALLE,REDENCION,CALLE,MAIZ,CALLE,ACUEDUCTO,CALLE,MAIZ,150,NA,NA,1,9,NA,COLONIA,SANTIAGO TEPALCATLALPAN,CENTRO Y PLAZA COMERCIAL,PLAZA XOCHIMILCO,SN,16200,09,Ciudad de México,013,Xochimilco,0001,Xochimilco,0404,001,NA,NA,NA,Fijo,19.25419772,-99.11486459,2024-11
884487,09014713943000902000000000U8,ENERGIA TOTAL,NA,713943,Centros de acondicionamiento físico del sector privado,6 a 10 personas,CALLE,EMPRESA,CIRCUITO,INTERIOR (AVENIDA PATRIOTISMO),CALLE,POUSSIN,EJE VIAL,7 SUR (EXTREMADURA),21,NA,NA,NA,1,NA,COLONIA,INSURGENTES MIXCOAC,NA,NA,NA,03920,09,Ciudad de México,014,Benito Juárez,0001,Benito Juárez,0702,021,5562782739,NA,NA,Fijo,19.37602216,-99.18640215,2012-06
9230061,09014713943001833001037998M4,ENERGY FITNESS CORPORATIVO,NEW EVOLUTION FITNESS MEXICO,713943,Centros de acondicionamiento físico del sector privado,31 a 50 personas,CALLE,DAKOTA,CALLE,ALTADENA,CALLE,ARIZONA,CALLE,CHICAGO,95,NA,NA,NA,0,SN,COLONIA,NÁPOLES,EDIFICIO COMERCIAL Y DE SERVICIOS,DAKOTA 95,17,3810,09,Ciudad de México,014,Benito Juárez,0001,Benito Juárez,0204,010,NA,JJIMENEZ@NEV.COM,ENERGYFITNESS.COM.MX,Fijo,19.39492935,-99.17486277,2020-04
9229612,09010713943002063000037998S5,ENERGY FITNESS PARQUES POLANCO,NEW EVOLUTION FITNESS MEXICO,713943,Centros de acondicionamiento físico del sector privado,31 a 50 personas,CALLE,LAGO ALBERTO,CALLE,LAGO MAYOR,AVENIDA,GENERAL MARIANO ESCOBEDO,CALLE,LAGUNA DE MAYRAN,320,NA,NA,1,3,NA,COLONIA,GRANADA,CENTRO Y PLAZA COMERCIAL,PARQUES POLANCO,3,11320,09,Ciudad de México,016,Miguel Hidalgo,0001,Miguel Hidalgo,0478,003,NA,JJIMENEZ@NEV.COM,ENERGYFITNESS.COM.MX,Fijo,19.43991325,-99.18478515,2020-04
9230675,09016713943001503001037998S8,ENERGY FITNESS SAMARA,NEW EVOLUTION FITNESS MEXICO,713943,Centros de acondicionamiento físico del sector privado,11 a 30 personas,CALLE,ANTONIO DOVALÍ JAIME,AVENIDA,JAVIER BARROS SIERRA,CALLE,PROLONGACIÓN AVENIDA SANTA FE,OTRO(ESPECIFIQUE),NINGUNO,70,NA,NA,NA,NA,NA,COLONIA,SANTA FE,CENTRO Y PLAZA COMERCIAL,SAMARA,2,1210,09,Ciudad de México,010,Álvaro Obregón,0001,Álvaro Obregón,1542,053,NA,JJIMENEZ@NEV.MX,ENERGYFITNESS.COM.MX,Fijo,19.36720336,-99.25936657,2020-04
6738243,09002713943000834002037998S8,ENERGY FITNESS VALLEJO,NEW EVOLUTION FITNESS MEXICO,713943,Centros de acondicionamiento físico del sector privado,31 a 50 personas,EJE VIAL,1 PONIENTE (CALZADA VALLEJO),EJE VIAL,4 NORTE (PONIENTE 128),CALLE,PONIENTE 122,CALLE,NORTE 35,1090,NA,CENTRO Y PLAZA COMERCIAL,18,208,A,COLONIA,INDUSTRIAL VALLEJO,CENTRO Y PLAZA COMERCIAL,PARQUE VIA VALLEJO,A 208 Y A 308,2340,09,Ciudad de México,002,Azcapotzalco,0001,Azcapotzalco,0877,027,NA,RECEPCIONVALLEJO@ENERGYFITNESS.COM.MX,WWW.ENERGYFITNESS.COM.MX2007,Fijo,19.48749487,-99.15154021,2016-10
9230060,09014713943001823000037998S5,ENERGY FITNESS WTC,NEW EVOLUTION FITNESS MEXICO,713943,Centros de acondicionamiento físico del sector privado,51 a 100 personas,CALLE,DAKOTA,CALLE,ALTADENA,CALLE,ARIZONA,AVENIDA,AVENIDA DEL PARQUE,95,NA,NA,NA,NA,NA,COLONIA,NÁPOLES,NA,NA,NA,3810,09,Ciudad de México,014,Benito Juárez,0001,Benito Juárez,0204,010,NA,JJIMENEZ@NEV.COM,ENERGYFITNESS.COM.MX,Fijo,19.39538965,-99.17456554,2020-04
959635,09014713943000081002000000U1,ENERGYM,NA,713943,Centros de acondicionamiento físico del sector privado,0 a 5 personas,CALLE,PITAGORAS,AVENIDA,DIAGONAL SAN ANTONIO,EJE VIAL,4 SUR (XOLA),CALLE,PESTALOZZI,1115,NA,NA,NA,NA,NA,COLONIA,NARVARTE PONIENTE,NA,NA,NA,03020,09,Ciudad de México,014,Benito Juárez,0001,Benito Juárez,0064,016,NA,NA,NA,Fijo,19.39584001,-99.15762645,2010-07
